iteration,profile,question,l2_input,vague_input,l4_method,l4_justification,l3_mapping,l3_mapping_consistent,l3_mapping_runs
137,expert,How do I analyse the distribution and organisation of human settlements across a territory over the long term?, Ensemble and Tree-Based Methods,,Stacked Generalization (Stacking),"This meta-ensemble technique combines predictions from multiple diverse tree-based models to reduce variance and bias, potentially yielding a more stable long-term settlement distribution map than any single algorithm.",L3-049: Ensemble Learning Methods,True,"[""L3-049: Ensemble Learning Methods"", ""L3-049: Ensemble Learning Methods"", ""L3-049: Ensemble Learning Methods""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Kernel Density Estimation,This method quantifies settlement density across space to identify high-intensity clusters and temporal shifts in population concentration.,L3-003: Kernel Density Analysis,True,"[""L3-003: Kernel Density Analysis"", ""L3-003: Kernel Density Analysis"", ""L3-003: Kernel Density Analysis""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Spatial Autocorrelation (Moran's I),"This statistic measures the degree to which settlement locations are clustered, dispersed, or random relative to their neighbors over time.",L3-011: Advanced Spatial Statistical Methods,True,"[""L3-011: Advanced Spatial Statistical Methods"", ""L3-011: Advanced Spatial Statistical Methods"", ""L3-011: Advanced Spatial Statistical Methods""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Multidimensional Scaling (MDS),This technique visualizes the changing relational distances between settlement sites based on shared attributes or interaction frequencies.,L3-091: Non-linear Dimensionality Reduction,True,"[""L3-091: Non-linear Dimensionality Reduction"", ""L3-091: Non-linear Dimensionality Reduction"", ""L3-091: Non-linear Dimensionality Reduction""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,"Community Detection Algorithms (e.g., Louvain)",These algorithms partition settlement networks into distinct functional groups to reveal how social or economic communities reorganize over long periods.,L3-170: Network Centrality and Modularity,True,"[""L3-170: Network Centrality and Modularity"", ""L3-170: Network Centrality and Modularity"", ""L3-170: Network Centrality and Modularity""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,"Centrality Measures (Degree, Betweenness, Closeness)",These metrics identify key hub sites and critical pathways within the settlement network that facilitate resource flow or information exchange.,L3-170: Network Centrality and Modularity,True,"[""L3-170: Network Centrality and Modularity"", ""L3-170: Network Centrality and Modularity"", ""L3-170: Network Centrality and Modularity""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Geographically Weighted Regression (GWR),This approach models how the relationship between environmental variables and settlement location varies spatially and temporally across the territory.,L3-150: Advanced Regression and Modeling,False,"[""L3-110: Support Vector Regression Methods"", ""L3-150: Advanced Regression and Modeling"", ""L3-150: Advanced Regression and Modeling""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Agent-Based Modeling (ABM),This simulation method tests hypotheses about how individual settlement decisions aggregate to produce observed macro-scale patterns of organization.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Temporal Point Process Analysis,This statistical framework explicitly models the timing and intensity of settlement formation and abandonment events as a function of spatial context.,L3-062: Temporal Dynamics Modeling,True,"[""L3-062: Temporal Dynamics Modeling"", ""L3-062: Temporal Dynamics Modeling"", ""L3-062: Temporal Dynamics Modeling""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Network Flow Analysis,This method calculates the optimal movement of goods or people between settlements to infer the underlying economic or logistical structure of the territory.,L3-074: Network Structure Analysis,True,"[""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis""]"
137,intermediate,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,some kind of network or relational analysis,Spatio-Temporal K-Means Clustering,This algorithm groups settlements into distinct organizational phases based on their evolving spatial configurations and attribute profiles.,L3-080: Unsupervised Clustering Algorithms,True,"[""L3-080: Unsupervised Clustering Algorithms"", ""L3-080: Unsupervised Clustering Algorithms"", ""L3-080: Unsupervised Clustering Algorithms""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Kernel Density Estimation,This method transforms discrete settlement point locations into continuous heat maps to visualize areas of high and low population density over time.,L3-003: Kernel Density Analysis,True,"[""L3-003: Kernel Density Analysis"", ""L3-003: Kernel Density Analysis"", ""L3-003: Kernel Density Analysis""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Geographic Information Systems (GIS) Spatial Analysis,"GIS enables the overlay of settlement data with environmental layers (e.g., topography, water sources) to identify patterns in site selection and territorial organization.",L3-035: GIS Computational Analysis,True,"[""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Chronological Stratification and Temporal Segmentation,"This approach divides long-term datasets into discrete time slices to track how settlement networks expand, contract, or shift their spatial focus across centuries.",L3-062: Temporal Dynamics Modeling,True,"[""L3-062: Temporal Dynamics Modeling"", ""L3-062: Temporal Dynamics Modeling"", ""L3-062: Temporal Dynamics Modeling""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Network Analysis,"By modeling settlements as nodes and travel routes as edges, this method quantifies connectivity, centrality, and the efficiency of communication or trade networks within a territory.",L3-074: Network Structure Analysis,True,"[""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Agent-Based Modeling (ABM),ABM simulates the decision-making processes of hypothetical human agents to test hypotheses about how individual behaviors aggregate into large-scale settlement patterns.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Statistical Spatial Regression,This technique statistically correlates settlement density with environmental or social variables to determine which factors most strongly predict site location and size.,L3-011: Advanced Spatial Statistical Methods,True,"[""L3-011: Advanced Spatial Statistical Methods"", ""L3-011: Advanced Spatial Statistical Methods"", ""L3-011: Advanced Spatial Statistical Methods""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Lidar-derived Digital Elevation Model (DEM) Processing,"Utilizing LiDAR data allows for the detection of subtle archaeological features and terrain modifications that are invisible to standard satellite imagery, refining the known settlement footprint.",L3-015: Digital Terrain Modeling,True,"[""L3-015: Digital Terrain Modeling"", ""L3-015: Digital Terrain Modeling"", ""L3-015: Digital Terrain Modeling""]"
137,novice,How do I analyse the distribution and organisation of human settlements across a territory over the long term?,,,Multivariate Cluster Analysis,"This method groups settlements based on multiple shared attributes (e.g., size, artifact assemblage, location) to identify distinct settlement types or organizational phases.",L3-080: Unsupervised Clustering Algorithms,True,"[""L3-080: Unsupervised Clustering Algorithms"", ""L3-080: Unsupervised Clustering Algorithms"", ""L3-080: Unsupervised Clustering Algorithms""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Geometric Morphometrics (Procrustes Analysis),"This method quantifies shape variation in cranial and post-cranial landmarks to statistically distinguish biological sex, age, and population affinity.",L3-027: Procrustes Analysis Methods,True,"[""L3-027: Procrustes Analysis Methods"", ""L3-027: Procrustes Analysis Methods"", ""L3-027: Procrustes Analysis Methods""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,D Photogrammetry and Structure-from-Motion (SfM),"These techniques generate high-resolution, textured 3D meshes of fragile skeletal elements to enable non-contact visualization and precise metric extraction.",L3-024: Advanced Photogrammetric Techniques,True,"[""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques"", ""L3-024: Advanced Photogrammetric Techniques""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,"Automated Landmark Detection via Deep Learning (e.g., U-Net or PointNet)","Convolutional neural networks can identify and digitize anatomical landmarks on 2D radiographs or 3D scans with sub-millimeter accuracy, reducing observer bias.",L3-054: Automated Feature Detection,True,"[""L3-054: Automated Feature Detection"", ""L3-054: Automated Feature Detection"", ""L3-054: Automated Feature Detection""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Principal Component Analysis (PCA) on Shape Variables,PCA reduces the dimensionality of complex morphometric datasets to reveal major axes of biological variation and clustering patterns within the population.,L3-149: Principal Component Analysis,True,"[""L3-149: Principal Component Analysis"", ""L3-149: Principal Component Analysis"", ""L3-149: Principal Component Analysis""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Finite Element Analysis (FEA) on Virtual Skulls,FEA simulates stress distribution under masticatory loads to infer dietary habits and reconstruct biomechanical function from preserved cranial geometry.,L3-136: Structural Analysis & Simulation,True,"[""L3-136: Structural Analysis & Simulation"", ""L3-136: Structural Analysis & Simulation"", ""L3-136: Structural Analysis & Simulation""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Image Segmentation (Thresholding and Watershed Algorithms),These algorithms isolate specific bone regions or pathological lesions from background noise in CT scans to quantify bone density and disease prevalence.,L3-010: Image Segmentation Techniques,True,"[""L3-010: Image Segmentation Techniques"", ""L3-010: Image Segmentation Techniques"", ""L3-010: Image Segmentation Techniques""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,"Digital Osteological Scoring Systems (e.g., Virtual Osteology)","Standardized digital protocols allow for the systematic recording of trauma, pathology, and taphonomic marks directly onto 3D models for comparative analysis.",L3-023: Morphological Shape Analysis,True,"[""L3-023: Morphological Shape Analysis"", ""L3-023: Morphological Shape Analysis"", ""L3-023: Morphological Shape Analysis""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Multivariate Statistical Modeling (Discriminant Function Analysis),"DFA classifies individuals into predefined biological groups (e.g., sex or ancestry) based on morphometric variables to test hypotheses about population structure.",L3-142: Discriminant Analysis Techniques,True,"[""L3-142: Discriminant Analysis Techniques"", ""L3-142: Discriminant Analysis Techniques"", ""L3-142: Discriminant Analysis Techniques""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Virtual Autopsy (Virtopsy) Protocols,This integrated approach combines 3D imaging with forensic algorithms to reconstruct cause of death and perimortem trauma without physical dissection.,L3-022: 3D Data Acquisition and Analysis,True,"[""L3-022: 3D Data Acquisition and Analysis"", ""L3-022: 3D Data Acquisition and Analysis"", ""L3-022: 3D Data Acquisition and Analysis""]"
138,expert,How do I study funerary practices and biological characteristics of a past population from skeletal remains?, Core Digital Image Processing,,Digital Twin Modeling for Taphonomic Simulation,Creating virtual replicas allows researchers to simulate soil erosion and root damage to distinguish natural post-depositional changes from intentional funerary modifications.,L3-176: Computational Simulation & Modeling,True,"[""L3-176: Computational Simulation & Modeling"", ""L3-176: Computational Simulation & Modeling"", ""L3-176: Computational Simulation & Modeling""]"
138,intermediate,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,some kind of dating or chronological modelling,"Bayesian Chronological Modelling (e.g., OxCal or BCal)",This method integrates radiocarbon dates with stratigraphic constraints to generate precise probability distributions for the timing of burials and population phases.,L3-018: Bayesian Chronological Modeling,True,"[""L3-018: Bayesian Chronological Modeling"", ""L3-018: Bayesian Chronological Modeling"", ""L3-018: Bayesian Chronological Modeling""]"
138,intermediate,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,some kind of dating or chronological modelling,"Stable Isotope Analysis (Strontium, Oxygen, Carbon, Nitrogen)","By measuring isotopic ratios in tooth enamel and bone collagen, this approach reconstructs individual mobility patterns, dietary habits, and geographic origins to infer social status and migration within the funerary context.",L3-134: Geochemical Isotope & Elemental Modeling,True,"[""L3-134: Geochemical Isotope & Elemental Modeling"", ""L3-134: Geochemical Isotope & Elemental Modeling"", ""L3-134: Geochemical Isotope & Elemental Modeling""]"
138,intermediate,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,some kind of dating or chronological modelling,Ancient DNA (aDNA) Sequencing and Phylogeography,This technique identifies genetic lineages and population structure to determine kinship relationships among interred individuals and track demographic changes over time.,L3-111: Phylogenetic Inference & Reconstruction,True,"[""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction""]"
138,intermediate,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,some kind of dating or chronological modelling,D Geometric Morphometrics,"This computational framework quantifies skeletal shape variation to statistically assess biological sex, age-at-death, and population-level morphological differences or stress markers.",L3-023: Morphological Shape Analysis,True,"[""L3-023: Morphological Shape Analysis"", ""L3-023: Morphological Shape Analysis"", ""L3-023: Morphological Shape Analysis""]"
138,intermediate,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,some kind of dating or chronological modelling,Agent-Based Modeling (ABM),This simulation approach tests hypotheses about how specific funerary rules or social structures emerged and evolved by modeling individual behaviors within a defined archaeological landscape.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
138,intermediate,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,some kind of dating or chronological modelling,"Spatial Point Pattern Analysis (e.g., Ripley's K-function)","This statistical method evaluates the spatial distribution of graves to distinguish between random, clustered, or regular burial patterns that reflect social organization or ritual practice.",L3-021: Spatial Pattern & Suitability Analysis,True,"[""L3-021: Spatial Pattern & Suitability Analysis"", ""L3-021: Spatial Pattern & Suitability Analysis"", ""L3-021: Spatial Pattern & Suitability Analysis""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,D Geometric Morphometrics,This method quantifies cranial and postcranial shape variations to reconstruct biological profiles and identify population affinities without relying on linear measurements alone.,L3-028: Morphometric Shape Analysis,False,"[""L3-028: Morphometric Shape Analysis"", ""L3-023: Morphological Shape Analysis"", ""L3-028: Morphometric Shape Analysis""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Stable Isotope Analysis (via Mass Spectrometry Data Processing),"By analyzing ratios of strontium, oxygen, and carbon isotopes in tooth enamel and bone, you can determine an individual's geographic origins, diet, and mobility patterns.",L3-121: Mass Spectrometry Data Analysis,True,"[""L3-121: Mass Spectrometry Data Analysis"", ""L3-121: Mass Spectrometry Data Analysis"", ""L3-121: Mass Spectrometry Data Analysis""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Ancient DNA (aDNA) Sequencing and Phylogenetic Analysis,"Extracting and sequencing mitochondrial or nuclear DNA allows for the direct assessment of genetic ancestry, kinship relationships, and population structure within the burial group.",L3-111: Phylogenetic Inference & Reconstruction,True,"[""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Virtual Osteological Reconstruction and Pathology Mapping,"Creating high-resolution 3D models of skeletal remains enables the precise documentation and spatial analysis of trauma, disease, and age-at-death indicators.",L3-039: Geometric Reconstruction Techniques,True,"[""L3-039: Geometric Reconstruction Techniques"", ""L3-039: Geometric Reconstruction Techniques"", ""L3-039: Geometric Reconstruction Techniques""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Bayesian Phylogenetic Dating,Applying statistical models to radiocarbon dates from human remains provides calibrated chronological ranges that help correlate funerary practices with specific historical periods.,L3-111: Phylogenetic Inference & Reconstruction,True,"[""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Network Analysis of Burial Spatial Arrangements,"Mapping the spatial relationships between individuals in a cemetery reveals social structures, kinship groups, and hierarchical organization within the past population.",L3-074: Network Structure Analysis,True,"[""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Machine Learning for Trauma Classification,Training algorithms on large datasets of skeletal trauma allows for the automated and consistent identification of specific injury types across hundreds of specimens.,L3-169: Ranking and Classification Methods,True,"[""L3-169: Ranking and Classification Methods"", ""L3-169: Ranking and Classification Methods"", ""L3-169: Ranking and Classification Methods""]"
138,novice,How do I study funerary practices and biological characteristics of a past population from skeletal remains?,,,Digital Ethnobotany and Zooarchaeology Integration,Combining computational analysis of associated plant and animal remains with burial data helps reconstruct the symbolic and practical elements of funerary rituals.,L3-063: Multimodal Data Fusion,True,"[""L3-063: Multimodal Data Fusion"", ""L3-063: Multimodal Data Fusion"", ""L3-063: Multimodal Data Fusion""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,Bayesian Skyline Plot (BSP),This method reconstructs historical changes in effective population size over time using genetic data to test hypotheses about demographic expansions or bottlenecks associated with specific archaeological events.,L3-138: Bayesian Computational Techniques,True,"[""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,"Structured Coalescent Models (e.g., in *Migrate-n* or *IMa3*)","These algorithms estimate migration rates and divergence times between populations, allowing researchers to evaluate theoretical models of cultural or biological exchange between distinct archaeological groups.",L3-112: Population Genetics & Modeling,True,"[""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,Approximate Bayesian Computation (ABC),"This framework enables the comparison of complex, non-standard demographic scenarios that lack explicit likelihood functions by simulating data under competing archaeological hypotheses and accepting those closest to observed patterns.",L3-138: Bayesian Computational Techniques,True,"[""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,Isolation-with-Migration (IM) models,These specific variants of the structured coalescent quantify gene flow and divergence times to rigorously test whether a proposed archaeological interaction model involved continuous contact or complete isolation.,L3-112: Population Genetics & Modeling,True,"[""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,"Phylogeographic Diffusion Models (e.g., in *BEAST2*)","By integrating spatial coordinates with genetic sequences, these models infer the spatiotemporal spread of lineages to validate theoretical predictions about the geographic trajectory of archaeological phenomena.",L3-111: Phylogenetic Inference & Reconstruction,True,"[""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction"", ""L3-111: Phylogenetic Inference & Reconstruction""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,"Admixture Graphs (e.g., in *qpGraph*)","This approach tests specific hypotheses about the proportional contributions of source populations to a target population, directly evaluating theoretical models of population mixing inferred from stratigraphic or typological data.",L3-112: Population Genetics & Modeling,True,"[""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,Relate,This algorithm infers local ancestry and recombination histories along the genome to detect fine-scale population structure and admixture timing that broader summary statistics might miss.,L3-158: Multivariate Relationship Modeling,True,"[""L3-158: Multivariate Relationship Modeling"", ""L3-158: Multivariate Relationship Modeling"", ""L3-158: Multivariate Relationship Modeling""]"
139,expert,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?, Bayesian & Population Modeling,,fastsimcoal2*,"This tool performs maximum likelihood estimation of complex demographic models involving multiple populations and events, providing a robust statistical framework for evaluating competing archaeological narratives.",L3-112: Population Genetics & Modeling,True,"[""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling"", ""L3-112: Population Genetics & Modeling""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Topic Modeling,This method identifies latent thematic structures across large corpora of archaeological reports to reveal how specific theoretical approaches are consistently framed or discussed.,L3-076: Topic Modeling & Classification,True,"[""L3-076: Topic Modeling & Classification"", ""L3-076: Topic Modeling & Classification"", ""L3-076: Topic Modeling & Classification""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Named Entity Recognition,"This technique extracts and categorizes key archaeological sites, artifacts, and theoretical terms to quantify the frequency and co-occurrence of specific methodological concepts.",L3-120: Information Extraction,True,"[""L3-120: Information Extraction"", ""L3-120: Information Extraction"", ""L3-120: Information Extraction""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Semantic Textual Similarity,This approach measures the conceptual distance between a researcher's proposed framework and established literature to objectively assess novelty or alignment with existing paradigms.,L3-017: Similarity Analysis Methods,True,"[""L3-017: Similarity Analysis Methods"", ""L3-017: Similarity Analysis Methods"", ""L3-017: Similarity Analysis Methods""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Sentiment Analysis,"This method evaluates the tone of scholarly discourse surrounding a specific approach to determine if it is perceived as innovative, controversial, or widely accepted within the community.",L3-076: Topic Modeling & Classification,True,"[""L3-076: Topic Modeling & Classification"", ""L3-076: Topic Modeling & Classification"", ""L3-076: Topic Modeling & Classification""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Bibliometric Co-citation Analysis,This technique maps the intellectual lineage of a method by analyzing citation networks to show how it has influenced or been influenced by other theoretical works over time.,L3-077: Advanced Bibliometric & Scientometric Methods,True,"[""L3-077: Advanced Bibliometric & Scientometric Methods"", ""L3-077: Advanced Bibliometric & Scientometric Methods"", ""L3-077: Advanced Bibliometric & Scientometric Methods""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Discourse Analysis via Natural Language Processing,This process systematically examines argumentative structures and rhetorical patterns in texts to understand how claims about archaeological validity are constructed and defended.,L3-102: Lexical and Corpus Analysis,True,"[""L3-102: Lexical and Corpus Analysis"", ""L3-102: Lexical and Corpus Analysis"", ""L3-102: Lexical and Corpus Analysis""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Concept Drift Detection,This method tracks changes in the usage and definition of key terms over time to evaluate how a theoretical approach has evolved or been reinterpreted in response to new data.,L3-048: Change Point Detection,True,"[""L3-048: Change Point Detection"", ""L3-048: Change Point Detection"", ""L3-048: Change Point Detection""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Knowledge Graph Construction,"This approach integrates heterogeneous data sources (texts, databases, metadata) into a unified network to visualize complex relationships between methods, problems, and outcomes.",L3-043: Knowledge Graph Construction & Analysis,True,"[""L3-043: Knowledge Graph Construction & Analysis"", ""L3-043: Knowledge Graph Construction & Analysis"", ""L3-043: Knowledge Graph Construction & Analysis""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Automated Literature Review Summarization,"This technique synthesizes thousands of abstracts and introductions to provide a rapid, quantitative overview of where a specific approach has been successfully or unsuccessfully applied.",L3-077: Advanced Bibliometric & Scientometric Methods,True,"[""L3-077: Advanced Bibliometric & Scientometric Methods"", ""L3-077: Advanced Bibliometric & Scientometric Methods"", ""L3-077: Advanced Bibliometric & Scientometric Methods""]"
139,intermediate,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,some kind of text or document analysis,Anomaly Detection in Citation Patterns,"This method identifies unusual citation behaviors that may indicate a paradigm shift or the emergence of a new, disruptive theoretical framework in the field.",L3-077: Advanced Bibliometric & Scientometric Methods,True,"[""L3-077: Advanced Bibliometric & Scientometric Methods"", ""L3-077: Advanced Bibliometric & Scientometric Methods"", ""L3-077: Advanced Bibliometric & Scientometric Methods""]"
139,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Network Analysis,This method quantifies social relationships and interaction patterns within archaeological datasets to test theoretical models of community structure.,L3-074: Network Structure Analysis,True,"[""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis"", ""L3-074: Network Structure Analysis""]"
139,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Agent-Based Modeling,This simulation technique allows you to test how individual behavioral rules scale up to produce or fail to produce observed macro-level archaeological patterns.,L3-173: Discrete Event & Agent Simulation,True,"[""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation"", ""L3-173: Discrete Event & Agent Simulation""]"
139,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Geographic Information Systems (GIS) Spatial Analysis,"This tool evaluates the spatial distribution of artifacts or sites against theoretical models of landscape use, settlement hierarchy, or resource optimization.",L3-035: GIS Computational Analysis,True,"[""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis"", ""L3-035: GIS Computational Analysis""]"
139,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Bayesian Statistical Modeling,This approach rigorously tests hypotheses about chronological sequences or cultural trait evolution by incorporating prior knowledge and quantifying uncertainty.,L3-138: Bayesian Computational Techniques,True,"[""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques"", ""L3-138: Bayesian Computational Techniques""]"
139,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,Machine Learning Classification,This algorithm automatically identifies patterns in large artifact assemblages to validate or refute typological theories without human bias.,L3-169: Ranking and Classification Methods,True,"[""L3-169: Ranking and Classification Methods"", ""L3-169: Ranking and Classification Methods"", ""L3-169: Ranking and Classification Methods""]"
139,novice,How do I evaluate the effectiveness of a theoretical or methodological approach applied to a specific archaeological problem?,,,"Multivariate Statistical Analysis (e.g., PCA, Cluster Analysis)","This technique reduces complex datasets to visualize underlying groupings, helping to assess whether a proposed cultural classification is statistically supported.",L3-152: Multivariate Analysis Variants,True,"[""L3-152: Multivariate Analysis Variants"", ""L3-152: Multivariate Analysis Variants"", ""L3-152: Multivariate Analysis Variants""]"
